,Pre-selection,QCD SF,bbFatJetPt_JES_up >= 300,VVFatJetPt_JES_up >= 300,BDTScore_JES_up >= 0.995,bbFatJetParticleNetMD_Txbb >= 0.9735,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.995
HHbbVV,0.9147081031687907,0.9147081031687907,0.9145866495848747,0.9145155175981409,0.07026602725812967,0.04869851948267234,0.04485364455330076,0.04479529287568623,0.04457488365896383,,,
ggHH_kl_2p45_kt_1_HHbbVV,0.6688447704532685,0.6688447704532685,0.6687396247885888,0.6687104037350293,0.05105471023242339,0.03525015969268397,0.03187970619637005,0.03182916222552864,0.03172218902756032,,,
ggHH_kl_5_kt_1_HHbbVV,0.6956895087373941,0.6956895087373941,0.6956342370058112,0.6956173642658675,0.03669338033621161,0.02598008699205649,0.02296843737871499,0.022901041653290544,0.02283712475491455,,,
ggHH_kl_0_kt_1_HHbbVV,1.1944766869755938,1.1944766869755938,1.1943528822540315,1.1942766748528373,0.08964850010807264,0.06404153997919174,0.05853464969977411,0.0584010784073799,0.05819291554843764,,,
VBFHHbbVV,0.017115373482989717,0.017115373482989717,0.017115373482989717,0.017108694186479038,0.0010336401068348979,0.0007574981654035679,0.0005075751704538482,0.0005075751704538482,0.0005011692245578634,,,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,9.060969753010587,9.060969753010587,9.060422891390717,9.060189851549257,0.9551109525605996,0.7164005179128328,0.3263000114470058,0.3255855032618888,0.32403590850304814,,,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,15.269096111629358,15.269096111629358,15.268498694962206,15.267919985216187,1.601916923665476,1.2015658057051017,0.5456406260899799,0.5439402054307321,0.540472724412528,,,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.0173959132140592,0.0173959132140592,0.017392009819169624,0.017391553707081148,0.0005927046065154018,0.00036847081345652287,0.00024377493969324828,0.00024257693377103195,0.00024055755487486559,,,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,8.138882127595444,8.138882127595444,8.138437322164155,8.138179841158967,0.8843677613271881,0.6680995989924071,0.2987144799376739,0.29818557231557297,0.2969699639421165,,,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.04617824244896124,0.04617824244896124,0.04617824244896124,0.046172661222857174,0.004149379409270875,0.003017248936858174,0.0017310248759743524,0.0017310248759743524,0.0017251818045844,,,
QCD,717986.216814939,956785.8146709627,956667.0157052347,956553.6806509071,47.10508213400744,0.555839799505896,0.555839799505896,0.555839799505896,0.555839799505896,,,
TT,63126.80979180276,63126.80979180276,63116.826564698415,63107.18599108666,17.66790881922076,3.1893310687187366,3.248469226927456,2.9165369514537764,2.842702299928465,,,
ST,5417.824558008516,5417.824558008516,5417.184318734426,5416.5525968038955,0.8941191041098244,0.30245845618708966,0.30245845618708966,0.30245845618708966,0.30245845618708966,,,
W+Jets,9487.889178263631,9487.889178263631,9487.064804758824,9486.32235540528,4.254079548959083,1.0371520695821397,1.0371520695821397,1.0371520695821397,1.0371520695821397,,,
Z+Jets,12055.822300436781,12055.822300436781,12054.071026015921,12053.005237267775,2.6415656725763155,1.1170452123571555,1.1170452123571555,1.1170452123571555,1.1170452123571555,,,
Diboson,544.751536187187,544.751536187187,544.751536187187,544.751536187187,0.0,0.0,0.0,0.0,0.0,,,
ggFHbb,120.74204174793252,120.74204174793252,120.71963054554595,120.71963054554595,0.006581877734105716,0.006581877734105716,0.006581877734105716,0.006581877734105716,0.006581877734105716,,,
VBFHbb,32.24173303425971,32.24173303425971,32.23831123818383,32.23831123818383,0.0,0.0,0.0,0.0,0.0,,,
ZHbb,32.70020301080715,32.70020301080715,32.696277043463795,32.696277043463795,0.005904869007387837,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,,,
WHbb,56.014320595270185,56.014320595270185,56.00371732736636,56.00176596226789,0.007044892604143723,0.0029951803328503684,0.0029951803328503684,0.0029951803328503684,0.0029951803328503684,,,
ggZHbb,4.8805631912185055,4.8805631912185055,4.879327906819619,4.87917304753225,0.0007828385699077611,0.00012382488477811367,0.00012382488477811367,0.00012382488477811367,0.00012382488477811367,,,
ttHbb,156.94119216557863,156.94119216557863,156.92518417388314,156.89562337944528,0.04530891323355568,0.015286469833629834,0.014212564710795008,0.013258765274477535,0.012538662384849578,,,
HWW,80.56791059341468,80.56791059341468,80.56035519769166,80.54779884286333,0.6805919461536805,0.21872555980739003,0.20670247896447796,0.2003449490767741,0.1896074977753709,,,
Data,1047903.0,1047903.0,,,,33.0,33.0,33.0,32.0,1047903.0,1047903.0,182.0
