,Pre-selection,QCD SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore_JMS_down >= 0.994,bbFatJetParticleNetMD_Txbb >= 0.9714,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.987,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.994
HHbbVV,1.676130328580837,1.676130328580837,1.6712036429905937,1.6670538167650584,0.19210520273350695,0.1339207175238235,0.12061996484115836,0.12044189044876592,0.11982939345094361,
ggHH_kl_2p45_kt_1_HHbbVV,1.264909243644536,1.264909243644536,1.2618467256927668,1.2597105355923204,0.14164765418991188,0.0979462585317461,0.08719815129072653,0.08708344746002855,0.08675996450163291,
ggHH_kl_5_kt_1_HHbbVV,1.3326632776423553,1.3326632776423553,1.3290754531862934,1.326456633520162,0.103889564666362,0.07066777112411042,0.06324386687449096,0.06310619620757585,0.06289044681439726,
ggHH_kl_0_kt_1_HHbbVV,2.1462080925701774,2.1462080925701774,2.1397217826630057,2.134657892688486,0.23834615994269998,0.16223333346072732,0.14629437168836026,0.14605504597614838,0.14505486394229278,
VBFHHbbVV,0.034024377674540085,0.034024377674540085,0.03392488917746438,0.03385106547434957,0.0028818018312984873,0.002139554736945653,0.0012750121259063286,0.0012692027670480578,0.0012577330287371305,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,20.76198779204722,20.76198779204722,20.740910849479715,20.727007927656505,2.987191700628716,2.25480582664769,0.9809859217425447,0.9786642935003236,0.9742937887575107,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,34.78860657736119,34.78860657736119,34.750944180981556,34.72689350102866,5.005628742640936,3.7916766891641265,1.6663205481057948,1.6630064216976632,1.654241152917859,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.03499528349928152,0.03499528349928152,0.034883938631222695,0.034828787476897716,0.0017713862823878098,0.0012356607827751157,0.000819698743643162,0.0008195573483553149,0.0008110271419793519,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,18.901746176077005,18.901746176077005,18.88325592507293,18.87195683641766,2.7580475913148,2.088465855468442,0.8915920042868348,0.889657227115982,0.8853193210854374,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.08890353276162892,0.08890353276162892,0.08863948905629107,0.08838388941581067,0.01074622560075346,0.007861973486797576,0.004527690024918008,0.0045123326490061726,0.004487173954702241,
QCD,1117757.9198795073,1251971.716351885,1247814.9781850395,1244750.07933536,208.62969386098723,24.55227595366807,23.859486119694335,23.859486119694335,23.859486119694335,
TT,114729.52068857195,114729.52068857195,114375.90267312861,114019.19131760647,51.43383266951061,8.775169648556941,8.724580182760977,7.501289766783635,7.269634667457093,
ST,9991.097357360093,9991.097357360093,9956.444147193402,9930.244963807756,4.782432780466769,1.0513281373563417,1.0513281373563417,1.0513281373563417,1.0019694498900742,
W+Jets,14710.822213085146,14710.822213085146,14672.491652608198,14641.631954844934,11.565547573129756,2.534872333842061,2.534872333842061,2.534872333842061,2.534872333842061,
Z+Jets,21597.004857058182,21597.004857058182,21522.694272012075,21479.126831498128,7.343873616760962,3.5310381639117545,3.464622053141851,3.381514245427976,3.381514245427976,
Diboson,936.1606241609028,936.1606241609028,932.3120773317856,930.6761200627391,0.28001420954562,0.0,0.0,0.0,0.0,
ggFHbb,224.56874142701201,224.56874142701201,224.09132954605533,223.5656191986538,0.036758875733498654,0.02215841641627536,0.02215841641627536,0.02215841641627536,0.02215841641627536,
VBFHbb,66.27722451912622,66.27722451912622,66.16198883813554,66.0249915252132,0.00781540855142399,0.007053118410133913,0.007053118410133913,0.007053118410133913,0.007053118410133913,
ZHbb,63.465766584473805,63.465766584473805,63.322797344840964,63.235634550720064,0.025345712614947283,0.0162502741068804,0.014878423746398138,0.014878423746398138,0.014878423746398138,
WHbb,108.86564442012758,108.86564442012758,108.63886528171966,108.52664862322723,0.0636719523888098,0.04138316973698624,0.03962293205455395,0.03962293205455395,0.03962293205455395,
ggZHbb,9.5080271296301,9.5080271296301,9.483212575914823,9.46312346044892,0.0025543346872947247,0.0016227198947813143,0.0016227198947813143,0.0016227198947813143,0.0016227198947813143,
ttHbb,312.2634270090423,312.2634270090423,311.1744105719533,310.21793216817366,0.18201455808615458,0.0681373353284442,0.06572489154664556,0.05787645737495916,0.05787645737495916,
HWW,150.72907678953348,150.72907678953348,150.22850888691733,149.66583899443282,1.7524127207992253,0.5265192881952567,0.4908012936835108,0.4787832706006931,0.45474519021844517,
Data,1414872.0,1414872.0,1414872.0,1414872.0,,97.0,95.0,92.0,89.0,479.0
