,Pre-selection,QCD SF,bbFatJetPt_JER_down >= 300,VVFatJetPt_JER_down >= 300,BDTScore_JER_down >= 0.994,bbFatJetParticleNetMD_Txbb >= 0.9714,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.987,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.994
HHbbVV,1.676130328580837,1.676130328580837,1.671413160994866,1.6672065519826909,0.192842400209768,0.1342087856408289,0.12096254747368293,0.12078649511660944,0.1201912098649428,,,
QCD,1117757.9198795073,1251971.716351885,1247569.2563443747,1244241.2895729458,208.0220478703465,24.55227595366807,23.859486119694335,23.859486119694335,23.859486119694335,,,
TT,114729.52068857195,114729.52068857195,114309.11741675786,113880.99428785002,51.08517057955058,8.909599232723663,8.859009766927699,7.635719350950356,7.3437207912233875,,,
ST,9991.097357360093,9991.097357360093,9952.550898761065,9922.252662966415,5.141956712111937,1.0513281373563417,1.0513281373563417,1.0513281373563417,1.0019694498900742,,,
W+Jets,14710.822213085146,14710.822213085146,14670.207513918298,14635.076456643055,11.37255544937491,2.3947335730326142,2.3947335730326142,2.3947335730326142,2.3947335730326142,,,
Z+Jets,21597.004857058182,21597.004857058182,21520.342568735658,21471.347787777064,7.602523662867417,3.7188508941027694,3.6524347833328656,3.5693269756189903,3.5693269756189903,,,
Diboson,936.1606241609028,936.1606241609028,934.1584206040213,932.1822112933119,0.28001420954562,0.0,0.0,0.0,0.0,,,
ggFHbb,224.56874142701201,224.56874142701201,224.02968880433406,223.30598847245,0.036758875733498654,0.02215841641627536,0.02215841641627536,0.02215841641627536,0.02215841641627536,,,
VBFHbb,66.27722451912622,66.27722451912622,66.12891712313305,65.94436262293111,0.00781540855142399,0.007053118410133913,0.007053118410133913,0.007053118410133913,0.007053118410133913,,,
ZHbb,63.465766584473805,63.465766584473805,63.32995290467089,63.23930009367292,0.02596549949762008,0.015507135778660433,0.014135285418178172,0.014135285418178172,0.014135285418178172,,,
WHbb,108.86564442012758,108.86564442012758,108.64337241312307,108.51513014986577,0.06334013175056911,0.043157731165120596,0.041397493482688306,0.041397493482688306,0.041397493482688306,,,
ggZHbb,9.5080271296301,9.5080271296301,9.480593256960656,9.454908466117434,0.002310667438657394,0.0013790526461439836,0.0013790526461439836,0.0013790526461439836,0.0013790526461439836,,,
ttHbb,312.2634270090423,312.2634270090423,311.08860162114195,309.8926151597943,0.18244994199000636,0.07057864775927118,0.06816620397747254,0.06031776980578615,0.06031776980578615,,,
HWW,150.72907678953348,150.72907678953348,150.1141335814762,149.4108853239785,1.7507690708524994,0.525830515963509,0.48739371065125114,0.4784338089421719,0.4546160439363375,,,
Data,1414872.0,1414872.0,,,,97.0,95.0,92.0,89.0,1414872.0,1414872.0,479.0
