,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF < 0.999,BDTScore >= 0.997,bbFatJetParticleNetMD_Txbb >= 0.9734,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.706591057896172,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,1.6622831322729013,0.10116439183205406,0.070146701022482,0.07002806861765584,0.06959727002356876
QCD,1126208.5372077704,1204990.9790546382,1204990.9790546382,1200602.6007629426,1197348.6443478006,1197320.5901011575,34.805149007652126,4.079153202648582,4.079153202648582,4.079153202648582
TT,126178.01663528237,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,125270.65565601869,23.196016822769984,4.058264108659876,3.6071120963240473,3.12420637314006
ST,11213.018738828063,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,11140.216087346873,1.9793731762300002,0.46045168525185304,0.46045168525185304,0.46045168525185304
W+Jets,15930.077126498532,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,15837.252812675071,5.340573866360671,1.5835219586349505,1.5835219586349505,1.5835219586349505
Z+Jets,22772.15825578505,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,22631.532243401547,1.8413962771734107,0.7910780757208166,0.7910780757208166,0.7910780757208166
Diboson,1008.665041486354,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,1002.5646524206695,0.0,0.0,0.0,0.0
ggFHbb,223.1087799478259,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,221.84267517383097,0.031571511719930515,0.0,0.0,0.0
VBFHbb,71.28205035333777,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,70.91620020246836,0.0,0.0,0.0,0.0
ZHbb,67.12062616739404,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,66.83210447714222,0.002749926112437376,0.00033547950692566444,0.00033547950692566444,0.00033547950692566444
WHbb,116.35029311753367,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,115.91871822958542,0.022028637767166258,0.017751264075115767,0.017751264075115767,0.017751264075115767
ggZHbb,10.311005316400479,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,10.25756398183547,0.001998994069992338,0.0015649664772532357,0.0015649664772532357,0.0015649664772532357
ttHbb,354.83801865944884,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,352.00471234264467,0.05818558362907384,0.016187275582177696,0.01365065711190622,0.011809328651632235
HWW,172.07437391871363,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,170.30271771214433,1.0367918320385558,0.28261219419091216,0.26852498256415547,0.2554408496550019
Data,1383108.0,1383108.0,1383108.0,1383108.0,1383108.0,1383039.0,137.0,25.0,24.0,23.0
