,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF < 0.999,BDTScore >= 0.99,bbFatJetParticleNetMD_Txbb >= 0.988,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.706591057896172,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,1.6622831322729013,0.24881860714346118,0.1167757354125745,0.11657645445508308,0.11610134669146395
QCD,1126208.5372077704,1204990.9790546382,1204990.9790546382,1200602.6007629426,1197348.6443478006,1197320.5901011575,341.14599730218896,24.562520555786442,24.562520555786442,24.562520555786442
TT,126178.01663528237,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,125270.65565601869,116.94079234672716,5.350832489295542,4.912083629470625,4.863235278191795
ST,11213.018738828063,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,11140.216087346873,9.970595739729731,0.5177356080469642,0.5177356080469642,0.5177356080469642
W+Jets,15930.077126498532,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,15837.252812675071,25.869753245728692,2.289483813538686,2.289483813538686,2.289483813538686
Z+Jets,22772.15825578505,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,22631.532243401547,16.247748497667658,4.102846648295075,4.102846648295075,4.102846648295075
Diboson,1008.665041486354,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,1002.5646524206695,2.551560415644852,1.0762628561443077,1.0762628561443077,1.0762628561443077
ggFHbb,223.1087799478259,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,221.84267517383097,0.10954156373449431,0.06423375955959358,0.06423375955959358,0.06423375955959358
VBFHbb,71.28205035333777,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,70.91620020246836,0.0,0.0,0.0,0.0
ZHbb,67.12062616739404,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,66.83210447714222,0.04507497487990924,0.025596675554959793,0.025596675554959793,0.025596675554959793
WHbb,116.35029311753367,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,115.91871822958542,0.10863375919668598,0.047157867516807526,0.047157867516807526,0.047157867516807526
ggZHbb,10.311005316400479,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,10.25756398183547,0.005740828970574446,0.0028627845024720077,0.0028627845024720077,0.0028627845024720077
ttHbb,354.83801865944884,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,352.00471234264467,0.35376154658375036,0.08756689056111727,0.08481440734236738,0.08195375851036547
HWW,172.07437391871363,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,170.30271771214433,2.7023927832302927,0.4557453893020339,0.44794610992497896,0.4318633142817935
Data,1383108.0,1383108.0,1383108.0,1383108.0,1383108.0,1383039.0,935.0,92.0,91.0,88.0
