,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF < 0.999,BDTScore >= 0.999,bbFatJetParticleNetMD_Txbb >= 0.9734,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.706591057896172,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,1.6622831322729013,0.031913318050159456,0.023169933698070674,0.02315229399099374,0.023064981154254927
QCD,1126208.5372077704,1204990.9790546382,1204990.9790546382,1200602.6007629426,1197348.6443478006,1197320.5901011575,6.617290390901902,0.0,0.0,0.0
TT,126178.01663528237,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,125270.65565601869,2.5154486486163,0.3910757139041388,0.3910757139041388,0.3910757139041388
ST,11213.018738828063,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,11140.216087346873,0.12199380823924219,0.08840565831902454,0.08840565831902454,0.08840565831902454
W+Jets,15930.077126498532,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,15837.252812675071,0.8547233635431524,0.3570800700494412,0.3570800700494412,0.3570800700494412
Z+Jets,22772.15825578505,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,22631.532243401547,0.04931618065436384,0.03604255211639485,0.03604255211639485,0.03604255211639485
Diboson,1008.665041486354,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,1002.5646524206695,0.0,0.0,0.0,0.0
ggFHbb,223.1087799478259,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,221.84267517383097,0.0,0.0,0.0,0.0
VBFHbb,71.28205035333777,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,70.91620020246836,0.0,0.0,0.0,0.0
ZHbb,67.12062616739404,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,66.83210447714222,0.0024144466055117117,0.0,0.0,0.0
WHbb,116.35029311753367,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,115.91871822958542,0.004209170391889327,0.004209170391889327,0.004209170391889327,0.004209170391889327
ggZHbb,10.311005316400479,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,10.25756398183547,0.0,0.0,0.0,0.0
ttHbb,354.83801865944884,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,352.00471234264467,0.013288242720336182,0.006705173270121436,0.006705173270121436,0.006705173270121436
HWW,172.07437391871363,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,170.30271771214433,0.3092567092780844,0.0846510598783622,0.08379965143179506,0.08285775359542476
Data,1383108.0,1383108.0,1383108.0,1383108.0,1383108.0,1383039.0,13.0,2.0,2.0,2.0
