,Pre-selection,QCD SF,bbFatJetPt_JER_down >= 300,VVFatJetPt_JER_down >= 300,BDTScore_JER_down >= 0.994,bbFatJetParticleNetMD_Txbb >= 0.9734,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.988,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.994
HHbbVV,1.706591057896172,1.706591057896172,1.701785185949453,1.6976235820778385,0.20665281209480754,0.14096923604864697,0.12528812731152264,0.12507936279479176,0.12462084745983887,,,
QCD,1126208.5372077704,1204990.9790546382,1200738.052316178,1197558.877157514,139.62793968785488,20.597133203825763,19.928949792539527,19.928949792539527,19.928949792539527,,,
TT,126178.01663528237,126178.01663528237,125721.86252072458,125249.58535996148,61.869860777644305,11.251234259147218,11.251234259147218,10.08550241310336,9.201416799079633,,,
ST,11213.018738828063,11213.018738828063,11168.452048314444,11140.719505951973,5.479343113799247,1.5310472573795413,1.5310472573795413,1.5147135573977186,1.5147135573977186,,,
W+Jets,15930.077126498532,15930.077126498532,15881.107695718065,15842.384142944156,14.403480560131085,3.6882032764980197,3.5682453520128083,3.5682453520128083,3.5682453520128083,,,
Z+Jets,22772.15825578505,22772.15825578505,22689.51909652289,22638.01021402513,8.898435201345372,2.8972945880701197,2.8972945880701197,2.8972945880701197,2.8972945880701197,,,
Diboson,1008.665041486354,1008.665041486354,1005.0573352561039,1001.5335960272366,0.0,0.0,0.0,0.0,0.0,,,
ggFHbb,223.1087799478259,223.1087799478259,222.71968015957236,221.89439691067292,0.033456804525291706,0.0018852928053611903,0.0018852928053611903,0.0018852928053611903,0.0018852928053611903,,,
VBFHbb,71.28205035333777,71.28205035333777,71.08197998191031,70.88904592719425,0.0,0.0,0.0,0.0,0.0,,,
ZHbb,67.12062616739404,67.12062616739404,66.95505508866002,66.85027969634586,0.018505875236510275,0.016183257131373186,0.013491863364503122,0.013491863364503122,0.013491863364503122,,,
WHbb,116.35029311753367,116.35029311753367,116.09016021113949,115.97731768365011,0.057365085001269044,0.03462059952845231,0.03340909212152154,0.03340909212152154,0.03340909212152154,,,
ggZHbb,10.311005316400479,10.311005316400479,10.28303977032229,10.258567730652926,0.0031193878459366614,0.0026555977954472823,0.0023400886512921337,0.0023400886512921337,0.0023400886512921337,,,
ttHbb,354.83801865944884,354.83801865944884,353.4782835063519,351.99796261301265,0.18048466224090615,0.06324255058552329,0.06324255058552329,0.06052145470075973,0.05604679349101036,,,
HWW,172.07437391871363,172.07437391871363,171.39708029390346,170.57519080446693,2.188729511945347,0.5441412138125622,0.4978938628837668,0.4655214836409796,0.4458566489522947,,,
Data,1383108.0,1383108.0,,,,96.0,95.0,93.0,92.0,1383108.0,1383108.0,472.0
