,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.997,bbFatJetParticleNetMD_Txbb >= 0.987,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.676130328580837,1.676130328580837,1.676130328580837,1.6712036429905937,1.6670538167650584,0.1754406341346873,0.0857891794812498,0.08562276451292584,0.085287267844872
qqHH_CV_1_C2V_0_kl_1_HHbbVV,20.76198779204722,20.76198779204722,20.76198779204722,20.740910849479715,20.727007927656505,2.770526172271066,1.627958958374887,1.6253698182125917,1.620348559617893
QCD,1117757.9198795073,1251971.716351885,1251971.716351885,1247814.9781850395,1244750.07933536,191.0299541909079,4.854527862360224,4.854527862360224,4.854527862360224
TT,114729.52068857195,114729.52068857195,114729.52068857195,114375.90267312861,114019.19131760647,42.612611844280735,3.3906521983292772,3.0566496999018975,2.9850421014116524
ST,9991.097357360093,9991.097357360093,9991.097357360093,9956.444147193402,9930.244963807756,4.840293046909749,0.5273637640636291,0.5273637640636291,0.5273637640636291
W+Jets,14710.822213085146,14710.822213085146,14710.822213085146,14672.491652608198,14641.631954844934,10.333090658696866,0.9630250616919456,0.9630250616919456,0.9630250616919456
Z+Jets,21597.004857058182,21597.004857058182,21597.004857058182,21522.694272012075,21479.126831498128,6.620951206273726,1.9558738993911366,1.9558738993911366,1.9558738993911366
Diboson,936.1606241609028,936.1606241609028,936.1606241609028,932.3120773317856,930.6761200627391,0.28001420954562,0.0,0.0,0.0
ggFHbb,224.56874142701201,224.56874142701201,224.56874142701201,224.09132954605533,223.5656191986538,0.036758875733498654,0.0,0.0,0.0
VBFHbb,66.27722451912622,66.27722451912622,66.27722451912622,66.16198883813554,66.0249915252132,0.0,0.0,0.0,0.0
ZHbb,63.465766584473805,63.465766584473805,63.465766584473805,63.322797344840964,63.235634550720064,0.023403762428052133,0.011161168410241862,0.011161168410241862,0.011161168410241862
WHbb,108.86564442012758,108.86564442012758,108.86564442012758,108.63886528171966,108.52664862322723,0.05267330676453894,0.021123452658225832,0.021123452658225832,0.021123452658225832
ggZHbb,9.5080271296301,9.5080271296301,9.5080271296301,9.483212575914823,9.46312346044892,0.001994479257531567,0.0004714293999519599,0.0004714293999519599,0.0004714293999519599
ttHbb,312.2634270090423,312.2634270090423,312.2634270090423,311.1744105719533,310.21793216817366,0.16763477059309922,0.039960770111584484,0.038174513166999595,0.038174513166999595
HWW,150.72907678953348,150.72907678953348,150.72907678953348,150.22850888691733,149.66583899443282,1.651269732976851,0.2784435705523683,0.2738597932302711,0.26820935174747573
Data,1414872.0,1414872.0,1414872.0,1414872.0,1414872.0,378.0,35.0,35.0,32.0
