,Pre-selection,QCD SF,bbFatJetPt_JER_down >= 300,VVFatJetPt_JER_down >= 300,BDTScore_JER_down >= 0.995,bbFatJetParticleNetMD_Txbb >= 0.9735,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.995
HHbbVV,0.9147081031687907,0.9147081031687907,0.9086202562710456,0.9032729107620694,0.069611433089575,0.04840994147253862,0.044548425458625654,0.044490073781011136,0.04428701701693781,,,
QCD,717986.216814939,956785.8146709627,948364.0361544128,941611.8267485962,38.675335962487175,0.555839799505896,0.555839799505896,0.555839799505896,0.555839799505896,,,
TT,63126.80979180276,63126.80979180276,62673.79614323329,62216.48155564703,17.36194297952672,3.0876615077422653,3.146799665950985,2.8148673904773056,2.741032738951994,,,
ST,5417.824558008516,5417.824558008516,5377.353115354821,5346.142315388623,0.9193353190391875,0.30245845618708966,0.30245845618708966,0.30245845618708966,0.30245845618708966,,,
W+Jets,9487.889178263631,9487.889178263631,9420.543436555281,9370.593747378542,4.343735840135662,1.0371520695821397,1.0371520695821397,1.0371520695821397,1.0371520695821397,,,
Z+Jets,12055.822300436781,12055.822300436781,11963.681352389223,11895.51750751837,2.6497698058898704,1.1170452123571555,1.1170452123571555,1.1170452123571555,1.1170452123571555,,,
Diboson,544.751536187187,544.751536187187,541.5333279703598,539.5308044193844,0.0,0.0,0.0,0.0,0.0,,,
ggFHbb,120.74204174793252,120.74204174793252,120.07126024952862,119.40043805803371,0.019332181450584476,0.019332181450584476,0.019332181450584476,0.019332181450584476,0.019332181450584476,,,
VBFHbb,32.24173303425971,32.24173303425971,32.09098572075379,31.915490654706662,0.0,0.0,0.0,0.0,0.0,,,
ZHbb,32.70020301080715,32.70020301080715,32.51229709989521,32.39048595448399,0.005904869007387837,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,,,
WHbb,56.014320595270185,56.014320595270185,55.68961912767411,55.51113359847001,0.007044610952192595,0.0023982220543541906,0.0023982220543541906,0.0023982220543541906,0.0023982220543541906,,,
ggZHbb,4.8805631912185055,4.8805631912185055,4.850277343583236,4.823413122979026,0.0007828385699077611,0.00012382488477811367,0.00012382488477811367,0.00012382488477811367,0.00012382488477811367,,,
ttHbb,156.94119216557863,156.94119216557863,155.94705721730352,154.8512284574327,0.049227678540283676,0.01627962978203601,0.015205724659201185,0.014251925222883715,0.013531822333255755,,,
HWW,80.56791059341468,80.56791059341468,80.06917628289587,79.44977797155293,0.6800232911141159,0.21562188060665832,0.20359879976374626,0.19724126987604243,0.18650381857463919,,,
Data,1047903.0,1047903.0,,,,33.0,33.0,33.0,32.0,1047903.0,1047903.0,182.0
