,Pre-selection,QCD SF,bbFatJetPt_JES_down >= 300,VVFatJetPt_JES_down >= 300,BDTScore_JES_down >= 0.994,bbFatJetParticleNetMD_Txbb >= 0.9735,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.994
HHbbVV,0.9147081031687907,0.9147081031687907,0.9021974589337566,0.8921274934572291,0.07897928413171414,0.054738538080278516,0.05081387712163217,0.05075552544401766,0.05050139874704456,,,
QCD,717986.216814939,956785.8146709627,938661.3615136005,924579.0079995885,53.60126584302598,5.74587840077302,5.74587840077302,5.74587840077302,5.74587840077302,,,
TT,63126.80979180276,63126.80979180276,62281.26379618576,61419.84821786183,22.89703270817244,4.114083928358733,4.173222086567454,3.7520570757849407,3.67822242425963,,,
ST,5417.824558008516,5417.824558008516,5343.110583081037,5284.0364074716335,1.939448256996836,0.4289413504049467,0.4289413504049467,0.4289413504049467,0.4289413504049467,,,
W+Jets,9487.889178263631,9487.889178263631,9357.72731042376,9249.165805487482,5.257072409318768,1.0371520695821397,1.0371520695821397,1.0371520695821397,1.0371520695821397,,,
Z+Jets,12055.822300436781,12055.822300436781,11862.409496423767,11728.495220567063,3.24912541627956,1.5157991481135225,1.5157991481135225,1.5157991481135225,1.5157991481135225,,,
Diboson,544.751536187187,544.751536187187,538.0128172568578,533.0567491419495,0.0,0.0,0.0,0.0,0.0,,,
ggFHbb,120.74204174793252,120.74204174793252,119.40071843999348,117.91244552095317,0.03713504263970109,0.019332181450584476,0.019332181450584476,0.019332181450584476,0.019332181450584476,,,
VBFHbb,32.24173303425971,32.24173303425971,31.963053181455805,31.627848698776596,0.0,0.0,0.0,0.0,0.0,,,
ZHbb,32.70020301080715,32.70020301080715,32.31418583302164,32.04157172822267,0.008196364407564306,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,,,
WHbb,56.014320595270185,56.014320595270185,55.31129788288006,54.93711011186556,0.009944397967179545,0.004805809129434582,0.004805809129434582,0.004805809129434582,0.004805809129434582,,,
ggZHbb,4.8805631912185055,4.8805631912185055,4.818097766172652,4.7680686559651555,0.0007114921480919195,0.00012382488477811367,0.00012382488477811367,0.00012382488477811367,0.00012382488477811367,,,
ttHbb,156.94119216557863,156.94119216557863,154.9802638394503,152.95156197255415,0.06678244127027252,0.023211967698250985,0.02213806257541616,0.021184263139098693,0.01956691220141354,,,
HWW,80.56791059341468,80.56791059341468,79.61251131832795,78.50954646527252,0.8080407643923398,0.2574319506216953,0.2454088697787833,0.2390513398910794,0.22831388858967616,,,
Data,1047903.0,1047903.0,,,,44.0,44.0,44.0,43.0,1047903.0,1047903.0,243.0
