,Pre-selection,QCD SF,bbFatJetPt_JER_up >= 300,VVFatJetPt_JER_up >= 300,BDTScore_JER_up >= 0.994,bbFatJetParticleNetMD_Txbb >= 0.9735,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.994
HHbbVV,0.9147081031687907,0.9147081031687907,0.9087910422523933,0.9039911771807736,0.07988279270570256,0.05531126477624214,0.05134148575802308,0.05128313408040855,0.051037407014549035,,,
QCD,717986.216814939,956785.8146709627,948644.7035294859,941689.1725997124,46.92531259238422,7.231113415383435,7.231113415383435,7.231113415383435,7.231113415383435,,,
TT,63126.80979180276,63126.80979180276,62748.65359108715,62350.558550020374,23.044767656055768,4.0604676983314,4.119605856540121,3.753429038095321,3.6795943865700096,,,
ST,5417.824558008516,5417.824558008516,5380.019529035428,5352.781145230527,1.748162713415768,0.4289413504049467,0.4289413504049467,0.4289413504049467,0.4289413504049467,,,
W+Jets,9487.889178263631,9487.889178263631,9424.098448265346,9376.427000646685,5.276048582263284,1.0371520695821397,1.0371520695821397,1.0371520695821397,1.0371520695821397,,,
Z+Jets,12055.822300436781,12055.822300436781,11970.280347915328,11907.501953889905,3.2068379358290007,1.4473324122711866,1.4473324122711866,1.4473324122711866,1.4473324122711866,,,
Diboson,544.751536187187,544.751536187187,541.0881926888653,539.2414054191454,0.0,0.0,0.0,0.0,0.0,,,
ggFHbb,120.74204174793252,120.74204174793252,120.07042524743345,119.27825223478067,0.03713504263970109,0.019332181450584476,0.019332181450584476,0.019332181450584476,0.019332181450584476,,,
VBFHbb,32.24173303425971,32.24173303425971,32.11233185743809,31.972834248054944,0.0,0.0,0.0,0.0,0.0,,,
ZHbb,32.70020301080715,32.70020301080715,32.50629199227846,32.37127325754241,0.008196364407564306,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,,,
WHbb,56.014320595270185,56.014320595270185,55.67763486575412,55.48629077310594,0.009944397967179545,0.004805809129434582,0.004805809129434582,0.004805809129434582,0.004805809129434582,,,
ggZHbb,4.8805631912185055,4.8805631912185055,4.8517784616619,4.8285634978383225,0.0007828385699077611,0.00012382488477811367,0.00012382488477811367,0.00012382488477811367,0.00012382488477811367,,,
ttHbb,156.94119216557863,156.94119216557863,156.03648620372667,155.10345329641785,0.06654238715991559,0.021091638815157725,0.020017733692322896,0.01906393425600543,0.018343831366377465,,,
HWW,80.56791059341468,80.56791059341468,80.16639644289663,79.67713590709836,0.8244792889843727,0.2564486285576913,0.24442554771477928,0.2380680178270754,0.22476863301280053,,,
Data,1047903.0,1047903.0,,,,44.0,44.0,44.0,43.0,1047903.0,1047903.0,243.0
